Location Name,ISBN,Title Author Combined and Normalized,Title (Complete),Author,Publisher,Publication Date,Subjects,520 - Local Param 03,Permanent LC Classification Code,Process Type,Edition,Language Code,title_cn,category_cn
4F Book Collection,0976200090; 9780976200093,boy who invented television a story of inspiration persistence and quiet passion - scha,"The boy who invented television : a story of inspiration, persistence and quiet passion / by Paul Schatzkin.","Schatzkin, Paul, author.",publisher not identified,[2023],"Farnsworth, Philo Taylor,--1906-1971.; Inventors--United States--Biography.; Television--History.","In the 1920s, while the great minds of science financed by the biggest companies in the world wrestled with 19th century solutions to a 20th century problem, 14-year-old Philo T. Farnsworth dreamed of trapping light in an empty jar and transmitting it, one line a time, on a magnetically deflected beam of electrons. Every video screen on the planet today can trace its origins to a sketch that Farnsworth drew for his high-school science teacher in 1922. Five years later, on September 7, 1927, electronic video arrived on the planet in his makeshift laboratory in San Francicso. In 1930, Philo Farnsworth was awarded the fundamental patents for modern television. He spent the next decade perfecting his invention, fighting off legal challenges from the giant Radio Corporation of America, and defending his entrepreneurial vision of an independent company that could fund even greater advances with the millions that his patents were sure to earn. Based on the theories first expressed by Albert Einstein, Farnsworth's invention was more than an improvement on the things that had gone before it. His contribution was a breakthrough of epic proportions. His first patents made obsolete everything that had gone before and made possible everything that has come since from ultra-high-definition, flat-panel displays to smartphones. He predicted many of those advancements decades before they were delivered. In the second half of his life, Farnsworth used the unique knowledge he'd acquired in his laboratory to develop a novel approach to the Holy Grail of modern science clean, safe, an abundant energy from nuclear fusion, the fundamental reaction that powers the Sun and stars. Though largely lost to the annals of popular history, this is the absolutely true story of a once-in-a-century individual whose unprecedented genius is reawakened every time we turn on a TV.",TK,None,,eng,发明电视的男孩：灵感、坚持与静默激情的故事,发明家传记; 电视技术史
4F Book Collection,1003503551; 9781003503552; 1040329179; 9781040329177; 1040329039; 9781040329030; 9781032822242; 1032822244; 9781032820859; 1032820853,doing good social science lessons from immersion understanding social life and exploring the in betw - matt,"Doing Good Social Science : Lessons from Immersion, Understanding Social Life and Exploring the In-between / Christopher R. Matthews.","Matthews, Christopher R., author.",Routledge,2025.,Social sciences--Methodology.; Sciences sociales--Recherche.; Immersive research;Research Methodology;Qualitative Research;Research philosophy;Research approaches,"Doing Good Social Science takes readers on a personal and thought-provoking journey and empowers readers to become unshakeable, free-thinking scholars.Drawing from nearly two decades of experience in research and mentorship, this book shares insights gained from creating 'immersive moments' to challenge conventional methodology and social theory. In doing so, it integrates ideas from classical and contemporary scholarship across various disciplines, bringing them to life through engaging field notes, interviews, and often humorous examples. The book outlines how to cultivate disciplined and systematic scholarship on complex topics while critiquing the 'wonky' practices that often pervade modern academia. Part One advocates for a more scientific approach to social science, offering guiding principles for scholars striving to understand social life. Part Two deepens and complicates these arguments by examining the philosophical foundations of social science, focusing specifically on the 'in-between' aspects of the human condition and our social nature. The writing and thinking in the book are distinctive, passionate and brave.This book is a compelling read for advanced students, early career researchers, and any academic seeking to develop a more liberated, inventive approach to methods.",H,None,,eng,做好社会科学：沉浸、理解社会生活与探索中间地带的经验,社会科学方法论; 定性研究
4F Book Collection,1032259787; 9781032259789; 1040327230; 9781040327234; 1003300480; 9781003300489; 104032729X; 9781040327296,poetics of education edupoetics and pathways towards new educational collectivities - i'an,A poetics of education : edupoetics and pathways towards new educational collectivities / John I'Anson and Alison Jasper.,"I'Anson, John, author.",Routledge,2025.,Education--Philosophy.,"At a time when education is routinely- and problematically- translated into the discourse of learning and teaching to serve a series of instrumental imperatives, the question of what we mean by education is raised with renewed urgency. This book looks beyond present horizons to imagine education anew. It considers ways of theorising education that acknowledge the complexity of its genealogy, empirical practice, and imbrication within regimes of governance, in the light of education's orientation to both the already actualised and the new and unprecedented. A specifically educational milieu is characterised by the kinds of existential movements and negotiations to which this gives rise, together with a language and grammar for their articulation, that points to their urgency and significance. A poetics of education - an edupoetics - is thus a considered response to this exigency.Through engaging a variety of felicitous tropes- that include the sea and its navigation (Serres), opacity (Glissant), desire (Ar), precarity (Butler), gift (Manning), and chiasma (Merleau-Ponty), it becomes possible to articulate an educational image of thinking that, in welcoming the new and unforeseen, promotes a radical hospitality to difference. The chapters engage a variety of writers to explore how an edupoetics might intersect with a series of specific educational scenes and concerns that include, for example, the qualities of good' research that opens to the other-than-human, the complexities of doctoral supervision, the pedagogics of gender, and the gift of neurodiversity. This book articulates an alternative educational imaginary - an edupoetics - that gestures towards collectivities gathered around matters of intense concern. It will be relevant to scholars in the humanities and social sciences interested in educational theory and the philosophy of education.",LB,None,,eng,教育诗学：教育诗学与通往新型教育共同体的路径,教育哲学
4F Book Collection,1032582200; 9781032582207; 1032582219; 9781032582214; 1040223141; 9781040223147; 1003449077; 9781003449072; 1040223095; 9781040223093,rise of machines future of work in the age of ai - cheo,"The rise of machines : future of work in the age of AI / Adrian David Cheok, Chamari Edirisinghe, Mangesh Lal Shrestha.","Cheok, Adrian David, author.",CRC Press,2025.,Labor supply.; Artificial intelligence.; artificial intelligence.; TECHNOLOGY / Automation; BUSINESS & ECONOMICS / Business Ethics,"This book provides an in-depth look at the impact of artificial intelligence (AI) on the future of work. The rise of AI and automation is transforming the world of work, and the book explores the implications of this transformation on jobs and skills. It begins by introducing readers to the basics of AI technology and its various applications in the workplace. It then moves on to examine the impact of AI on jobs and skills, including the changing nature of work and the potential for job loss due to automation. It also delves into the ethical implications of AI in the workplace, including the moral and ethical questions that arise when AI is used to make decisions that affect people's lives. Besides exploring the impact of AI on the workforce, the book provides practical advice for preparing for the future of work in the age of AI. This includes the importance of reskilling and upskilling, as well as strategies for adapting to the changing world of work in the age of AI. It concludes with a future outlook, exploring the likely direction of the workforce in the years to come and the importance of preparing for the future with a proactive approach to AI and the workforce. This book provides a comprehensive and accessible look at the impact of AI on the future of work. It is ideal for anyone interested in understanding the implications of AI on the workforce and preparing for the future of work in the age of AI.",HD,None,First edition.,eng,机器的崛起：人工智能时代工作的未来,人工智能; 劳动经济
4F Book Collection,1032820721; 9781032820729; 103278881X; 9781032788814; 9781003502814; 1003502814; 9781040349946; 1040349943; 9781040349892; 1040349897,computational literacy for the humanities mathematics and programming in context - sega,"Computational literacy for the humanities : mathematics and programming in context / Zef M. Segal, Nurit Melnik.","Segal, Zef, 1980- author.",Routledge,2025.,Computer literacy.; Digital humanities.; Humanities--Statistical methods.,"""Computational Literacy for the Humanities provides an introduction to mathematics and programming that is specifically designed for use by those engaged in the humanities. Linking mathematical concepts and computational skills, the chapters in this book explore humanistic questions from diverse fields, such as art, history and literature. The book helps to advance computational and digital literacy by showing that each mathematical concept has a history, and each technique has a meaning. Rather than viewing mathematics and computer programming as purely instrumental, they are integrated into the process of achieving greater understanding of humanistic phenomena. Algorithms, data, statistics and networks are taught critically within the book, whilst the authors also make a concerted effort to expose the internal biases of these tools. They also demonstrate the applicability of quantification and computation for the promotion of diversification and inclusivity within the humanities. All exercises are designed as an opportunity to gain hands-on mathematical and computational experience, whilst critically exploring and interpreting humanistic phenomena. Computational Literacy for the Humanities shows readers how to engage with data in a way that is challenging, yet meaningful and empowering. It will be of interest to scholars and students working across the humanities and should be of particular interest to those working in digital humanities""-- Provided by publisher.",QA,None,,eng,人文学科的计算素养：情境中的数学与编程,数字人文; 计算机素养
4F Book Collection,1071907417; 9781071907412; 9781071907443; 1071907441,assessing through the lens of social and emotional learning tools and strategies - sist,"Assessing through the lens of social and emotional learning : tools and strategies / Cynthia Sistek, Dee L. Fabry ; foreword by Nick Yoder.","Sistek, Cynthia, author.",Corwin,[2024],Affective education.; Educational tests and measurements.; Action research in education.,"""Help usher in a new era of student assessment. This empowering guide revolutionizes the assessment process by putting students at the center. Dive into practical strategies and best practices for fostering social and emotional learning (SEL) competencies through student-centered assessments and discover how you can transform classrooms into inclusive spaces where learning thrives. Inside you'll find: humanistic assessing practices to integrate into everyday teaching and learning, best practices for designing and implementing savvy SEL assessments, ways to develop a classroom that is student empowered and culturally relevant, rubrics, portfolios, and digital tools that demonstrate students' competencies and knowledge through an SEL lens. Explore dozens of practical examples, case studies, and field-tested activities that support research-based teaching and learning across the curriculum. Assessing Through the Lens of Social and Emotional Learning inspires educators to move beyond traditional testing to focus on nurturing and fostering skills that students will need for both academic and lifelong success""-- Back cover.",LB,None,,eng,透过社会情感学习的视角进行评估：工具与策略,情感教育; 教育评估
4F Book Collection,1071917196; 9781071917190,congress reconsidered -,"Congress reconsidered / edited by Lawrence C. Dodd, Bruce I. Oppenheimer, Ruth Bloch Rubin, C. Lawrence Evans.",,SAGE Publications Inc,[2025],United States.--Congress.; United States.--Congress,"""Since its first edition, Congress Reconsidered was designed to make available the best contemporary work from leading congressional scholars in a form that is both challenging and accessible to undergraduates. For almost four decades, Dodd and Oppenheimer have delivered on this goal. With their twelfth edition, this tradition continues as contributing authors focus on how various aspects of Congress have changed over time. Lawrence Evans and Wendy Schiller discuss the U.S. Senate and the meaning of dysfunction, Molly E. Reynolds analyzes the politics of the budget and appropriations process in a polarized Congress, and Danielle M. Thomsen looks at the role of women and voter preferences in the 2018 elections. Simply put, this bestselling volume remains on the cutting edge with key insights into the workings of Congress""-- Provided by publisher.",JK,None,Thirteenth edition.,eng,国会再思考,美国国会; 政治制度
4F Book Collection,1108840140; 9781108840149; 1108793819; 9781108793810; 9781108879040; 1108879047,constitution for the oceans the long hard road to the un convention on the law of the sea - sell,A 'Constitution for the oceans' : the long hard road to the UN Convention on the Law of the Sea / Kirsten Sellars.,"Sellars, Kirsten, author.",Cambridge University Press,2025.,United Nations Convention on the Law of the Sea (1982 December 10); Treaties.; Law of the sea--History.; Territorial waters.; Continental shelf--Law and legislation.,"""This analysis of the making of the UN law of the sea treaties which culminated in the 1982 law of the sea convention uses archival sources to trace the transformation of diverse national interests into international law, and the reshaping of that law over successive international conferences""-- Provided by publisher.",KZA,None,,eng,“海洋宪法”：通往《联合国海洋法公约》的漫长艰难之路,海洋法; 国际条约
4F Book Collection,1119889502; 9781119889502; 9781119889526; 1119889529,musical theatre - rude,"Musical theatre / by Seth Rudetsky ; with Ryan M. Prendergast, Bill Jenkins.","Rudetsky, Seth, author.",For Dummies A Wiley Brand,[2023],Musical theater.; Musicals.; Informational works.,"""Do you want to know more about the fascinating history of Broadway musicals, the stars of yesterday and today, and what goes on behind the curtain of a musical production? In Musical Theater For Dummies, Broadway insider and host of Sirus/XM Radio's ON BROADWAY channel Seth Rudetsky takes you backstage and reveals everything you want to know (and what you didn't know you wanted to know) about life in the theatre. How did musical theatre begin? How did Broadway stars become stars? How can you launch your own musical theatre path, whether in a school musical, community theatre, or on a path toward Broadway? Get answers to all these questions along with tons more insight from the unofficial ""mayor of Broadway.""  Whether you're completely new to musical theatre or have a few Tony awards displayed over your fireplace, this is the book for you. Enjoy real-life anecdotes shared with the author by Broadway's biggest stars as you become a musical theater know-it-all.""--Publisher marketing.",MT,None,,eng,音乐剧,音乐剧; 戏剧艺术
4F Book Collection,1119904668; 9781119904663,scrum for dummies - layt,Scrum for dummies.,"Layton, Mark author. (Mark C.),",John Wiley & Sons Inc,[2023],Scrum (Computer software development); Agile software development.; Project management.,"Scrum--an organizing approach that exposes work progress and quality --is used all over the place in software development, but it's not just for coders. Scrum For Dummies shows you how scrum can improve performance regardless of your industry or project. You can even use scrum to get tangible results in your personal projects--prepare for retirement, organize travel, and much more. Plan goals, releases, and sprints for all aspects of business and life. With Dummies, you'll learn how to work flexibility and collaboration into anything you're doing. This book is packed with helpful information to empower you to set up your first scrum project, organize the scrum team, integrate scrum into your agile project management strategy, and just make things work better. This updated edition of Scrum For Dummies is written to make scrum useful for everyone--especially you.",HD,None,"Third edition / Mark C. Layton, Steven J. Ostermiller, Dean J. Kynaston.",eng,Scrum入门傻瓜书,敏捷软件开发; 项目管理
4F Book Collection,1119906741; 9781119906742,factor investing for dummies - maen,Factor investing for dummies / by James Maendel and Paul Mladjenovic.,"Maendel, James, author.",John Wiley & Sons Inc,[2023],Investments.,"""Factor Investing For Dummies helps you go beyond the investment basics, with proven techniques for making informed and sophisticated investment decisions. Using factor investing, you'll select stocks based on some predetermined, well, factors. Momentum, value, interest rates, economic growth, credit risk, liquidity--all these things can help you identify killer stocks and improve your returns. This book explains it all, and helps you implement a strategic factor investing plan, so you can boost your portfolio's performance, reduce volatility, and enhance diversification. You'll also learn what not to do, with coverage of the factors that have failed to deliver consistent returns over time. We explore factor-based ETFS and loads of other ideas for injecting some factors into your investment game""--Amazon.com.",HG,None,,eng,因子投资入门指南,投资
4F Book Collection,111998369X; 9781119983699,r all in one - schm,"R all-in-one / Joseph Schmuller, PhD.","Schmuller, Joseph, author.",John Wiley & Sons Inc,[2023],R (Computer program language); Statistics--Data processing.; COMPUTERS / Languages / General.; COM018000.; COMPUTERS / Data Science / General.,"""A deep dive into the programming language of choice for statistics and data...With R All-in-One For Dummies, you get five mini-books in one, offering a complete and thorough resource on the R programming language and a road map for making sense of the sea of data we're all swimming in. Maybe you're pursuing a career in data science, maybe you're looking to infuse a little statistics know-how into your existing career, or maybe you're just R-curious. This book has your back. Along with providing an overview of coding in R and how to work with the language, this book delves into the types of projects and applications R programmers tend to tackle the most. You'll find coverage of statistical analysis, machine learning, and data management with R. Grasp the basics of the R programming language and write your first lines of code. Understand how R programmers use code to analyze data and perform statistical analysis. Use R to create data visualizations and machine learning programs. Work through sample projects to hone your R coding skill. This is an excellent all-in-one resource for beginning coders who'd like to move into the data space by knowing more about R.""-- Provided by publisher.",QA,None,,eng,R语言全能指南,R语言; 统计; 数据处理
4F Book Collection,1119989094; 9781119989097; 9781119989103; 1119989108; 9781119989110; 1119989116,ged test prep 2023 2024 - coll,"GED test prep 2023/2024 / by Tim Collins, PhD.","Collins, Tim author. (Timothy G.),",John Wiley & Sons Inc,[2023],GED tests--Study guides.; High school equivalency examinations--Study guides.; High school equivalency examinations--Examinations.,"Provides content review and practice tests for those studying to pass the GED, including brand-new problems reflecting the latest test updates as well as tips and tricks to help improve the efficiency of time spent studying.",LB,None,,eng,GED考试备考指南2023/2024,GED考试; 高中同等学力考试
4F Book Collection,1264948395; 9781264948390,contemporary management - geor,"Contemporary management / Jennifer M. George, Rice University.","George, Jennifer M. author",McGraw Hill,[2024],Management,"""In this 2024 Release of Contemporary Management, we continue to focus on providing the most up-to-date account of the changes taking place in the world of management and management practices while maintaining our emphasis on keeping our text relevant and interesting to students. Our increased focus on the challenges and opportunities facing businesses large and small and integrated timely examples bring management issues to life for students""-- Provided by publisher.",HD,None,2024 release.,eng,当代管理学,管理学
4F Book Collection,1265204608; 9781265204600,critical thinking a student s introduction - bass,"Critical thinking : a student's introduction / Gregory Bassham, William Irwin, Henry Nardone, James M. Wallace.","Bassham, Gregory, 1959- author.",McGraw Hill,[2023],Critical thinking.,"""The first edition of Critical Thinking: A Student's Introduction grew out of our conviction that a critical thinking text that works-that produces real, measurable improvement in students' critical reasoning skills-must have two essential features: It must be a text that today's gadget-loving students actually read. It must provide abundant, class-tested exercises that give students the practice they need to develop as maturing critical thinkers. In revising Critical Thinking: A Student's Introduction for this edition, we've tried to remain faithful to this original vision. Many passages have been rewritten to make the book clearer and (we hope) more engaging and accessible. In addition, many new readings have been added to keep the text timely and fresh""-- ?c Provided by publisher.",B,None,Seventh edition.,eng,批判性思维：学生入门,批判性思维
4F Book Collection,1265455643; 9781265455644; 1265457085; 9781265457082; 9781265461331; 1265461333; 9781260095470; 1260095479,art of public speaking - luca,"The art of public speaking / Stephen E. Lucas, University of Wisconsin, Madison, Paul Stob, Vanderbilt University.","Lucas, Stephen, 1946- author.",McGraw Hill LLC,[2024],Public speaking--Textbooks.; Textbooks.,"""This edition is highlights of the 2023 Release of The Art of Public Speaking Fully updated for the thirteenth edition, the award-winning Art of Public Speaking offers a time tested approach that has made it the most widely used college textbook on its subject in the world. Seamlessly coordinated with Connect, McGraw Hill LLC path breaking online program, it supplies a proven set of teaching and learning tools that is without parallel among public speaking books"" -- Provided by publisher.",PN,None,2023 release.,eng,演讲的艺术,公共演讲; 演讲技巧
4F Book Collection,1265919178; 9781265919177; 1265383723; 9781265383725; 9781265384203; 1265384207; 9781265383466; 1265383464,adolescence - sant,"Adolescence / John W. Santrock, University of Texas at Dallas, Jennifer Lansford, Duke University.","Santrock, John W., author.",McGraw Hill LLC,2025.,Adolescent psychology.; Adolescence.; Adolescents--Psychologie.; adolescence.,"""Adolescence provides extensive learning connections throughout the chapters. Through an integrated learning goals system, this comprehensive approach to adolescent development helps students gain the insight they need to study smarter, stay focused, and improve performance""-- Provided by publisher.",HQ,None,2025 release.,eng,青少年期,青少年心理学; 青春期
4F Book Collection,1266022376; 9781266022371; 1265452695; 9781265452698; 9781265451882; 1265451885; 9781265455248; 1265455244,fundamentals of structural analysis - leet,"Fundamentals of structural analysis / Kenneth M. Leet, Professor Emeritus, Northeastern University, Chia-Ming Uang, Professor, University of California, San Diego, Joel T. Lanning, Assistant Professor, University of California, Irvine.","Leet, Kenneth, author.",McGraw Hill LLC,2025.,Structural analysis (Engineering); structural analysis.,"""This 2025 release introduces engineering and architectural students to the basic techniques required for analyzing the majority of structures and the elements of which most structures are composed, including beams, frames, trusses, arches, and cables""-- Provided by publisher.",TA,None,2025 release.,eng,结构分析基础,结构分析; 工程结构
4F Book Collection,1284262987; 9781284262988,basics of the us health care system - nile,Basics of the U.S. health care system / Nancy J. Niles.,"Niles, Nancy J., author.",Jones & Bartlett Learning,[2024],"Medical care--United States.; Health insurance--United States.; Delivery of Health Care.; Insurance, Health.; National Health Programs.; National Health Insurance, United States.; MEDICAL / Health Policy.; United States.","""Basics of the U.S. Health Care System provides a broad introduction to the workings of the healthcare industry. Engaging and activities-oriented, the text offers an accessible overview of the major concepts of healthcare operations; the role of government and public health; inpatient, outpatient, and long-term care services; payors and financing; careers; and legal and ethical issues""-- Provided by publisher.",RA,None,Fifth edition.,eng,美国医疗体系基础,医疗保健; 健康保险; 卫生政策
4F Book Collection,130595257X; 9781305952577,hybrid electric fuel cell vehicles - erja,"Hybrid, electric & fuel-cell vehicles / Jack Erjavec, Nathan Smith, Michale Godson.","Erjavec, Jack, author.",Cengage,[2023],Electric vehicles--Design and construction.; Hybrid electric vehicles--Design and construction.; Fuel cell vehicles--Design and construction.; Electric vehicles--Power supply.,"Hybrid, electric & fuel-cell vehicles, third edition, combines coverage of basic theory and practical applications to help you gain a working understanding of the operation and diagnosis of new and emerging automobiles. Authors Jack Erjavec and Nathan Smith draw on their in-depth industry and classroom expertise to present detailed information in an accessible way, breaking down complex topics into easy-to digest chapters. The Third Edition of this trusted text includes up-to-date, highly accurate technical information and service procedures for vehicles available today, with lab exercises designed to accommodate diverse learning styles, and a strong emphasis on safe shop practices and hybrid/electric vehicle service safety.",TL,None,Third edition.,eng,混合动力、电动与燃料电池汽车,电动汽车; 混合动力汽车; 燃料电池汽车
4F Book Collection,1324000449; 9781324000440,ghost dogs on killers and kin - dubu,Ghost dogs : on killers and kin / Andre Dubus III.,"Dubus, Andre, III, 1959- author.",WW Norton & Company,[2024],"Dubus, Andre,--III,--1959-; Authors, American--Biography.; Bounty hunters.; Firearms.; Drug dealers.; Masculinity.","""During childhood summers in Louisiana, Andre Dubus III's grandfather taught him that men's work is hard. As an adult, whether tracking down a drug lord in Mexico as a bounty hunter or grappling with privilege while living with a rich girlfriend in New York City, Dubus worked--at being a better worker and a better human being. In Ghost Dogs, Dubus's nonfiction prowess is on full display in his retelling of his own successes, failures, triumphs, and pain. In his longest essay, 'If I Owned a Gun,' Dubus reflects on the empowerment and shame he felt in keeping a gun, and his decision, ultimately, to give it up. Elsewhere, he writes of a violent youth and of settled domesticity and fatherhood, about the omnipresent expectations and contradictions of masculinity, about the things writers remember and those they forget. Drawing upon kindred literary spirits from Rilke to Rumi to Tim O'Brien, Ghost Dogs renders moments of personal revelation with emotional generosity and stylistic grace, ultimately standing as essential witness and testimony to the art of the essay"" -- Provided by publisher.",PS,None,First edition.,eng,幽灵之犬：论杀手与亲属,美国文学; 传记
4F Book Collection,1324001747; 9781324001744; 9781324001751; 1324001755,ghost season a novel - abba,Ghost season : a novel / Fatin Abbas.,"Abbas, Fatin, author.",WW Norton & Company Inc,[2023],Civil war--Fiction.; Murder--Fiction.; Identity (Philosophical concept)--Fiction.; Humanitarian assistance--Fiction.; Sudan--Fiction.,"""A mysterious burnt corpse appears one morning in Saraaya, a remote border town between northern and southern Sudan. For five strangers on an NGO compound, the discovery foreshadows trouble to come. South Sudanese translator William connects the corpse to the sudden disappearance of cook Layla, a northern nomad with whom he's fallen in love. Meanwhile, Sudanese American filmmaker Dena struggles to connect to her unfamiliar homeland, and white midwestern aid worker Alex finds his plans thwarted by a changing climate and looming civil war. Dancing between the adults is Mustafa, a clever, endearing twelve-year-old, whose schemes to rise out of poverty set off cataclysmic events on the compound. Amid the paradoxes of identity, art, humanitarian aid, and a territory riven by conflict, William, Layla, Dena, Alex, and Mustafa must forge bonds stronger than blood or identity. Weaving a sweeping history of the breakup of Sudan into the lives of these captivating characters, Fatin Abbas explores the porous and perilous nature of borders-whether they be national, ethnic, or religious-and the profound consequences for those who cross them. Ghost Season is a gripping, vivid debut that announces Abbas as a powerful new voice in fiction""-- Provided by publisher.",PS,None,First edition.,eng,幽灵季节：一部小说,小说; 战争文学
4F Book Collection,1324020679; 9781324020677,when the ice is gone what a greenland ice core reveals about earth s tumultuous history and perilous - bier,When the ice is gone : what a Greenland ice core reveals about Earth's tumultuous history and perilous future / Paul Bierman.,"Bierman, Paul R. author.",W W Norton & Company,[2024],Climatic changes.; Ice cores--Greenland.; Ice sheets--Greenland.; Ice cores.; Ice sheets.,"""In 2018, lumps of frozen soil, collected from the bottom of the world's first deep ice core and lost for decades, reappeared in Denmark. When geologist Paul Bierman and his team first melted a piece of this unique material, they were shocked to find perfectly preserved leaves, twigs, and moss. That observation led them to a startling discovery: Greenland's ice sheet had melted naturally before, about 400,000 years ago. The remote island's ice was far more fragile than scientists had realized--unstable even without human interference. In When the Ice Is Gone, Bierman traces the story of this extraordinary finding, revealing how it radically changes our understanding of the Earth and its climate. A longtime researcher in Greenland, he begins with a brief history of the island, both human and geological, explaining how over the last century scientists have learned to read the historical record in ice, deciphering when volcanoes exploded and humans started driving cars fueled by leaded gasoline. For the origins of ice coring, Bierman brings us to Camp Century, a U.S. military base built inside Greenland's ice sheet, where engineers first drilled through mile-thick ice and into the frozen soil beneath. Decades later, a few feet of that long-frozen earth would reveal its secrets--ancient warmth and melted ice. Changes in Greenland reverberate around the world, with ice melting high in the arctic affecting people everywhere. Bierman explores how losing Greenland's ice will catalyze devastating events if we don't change course and address climate change now""-- Provided by publisher.",QC,None,First edition.,eng,当冰消融：格陵兰冰芯揭示的地球动荡历史与危险未来,气候变化; 冰川学
4F Book Collection,1324035757; 9781324035756,day in september the battle of antietam and the world it left behind - budi,A day in September : the battle of Antietam and the world it left behind / Stephen Budiansky.,"Budiansky, Stephen, author.",WW Norton & Company,[2024],"Antietam, Battle of, Md., 1862.; United States--History--Civil War, 1861-1865.; CLARA BARTON--SHARPSBURG--WOMENS HISTORY--GEORGE MCCLELLAN--OLIVER WENDELL HOLMES--BATTLE OF ANTIETAM--HARPERS FERRY--CIVIL WAR--ROBERT E. LEE","""The Battle of Antietam, which took place on September 17, 1862, remains the single bloodiest day in America's history: more than 3,600 men died in twelve hours of savage fighting, and more than 17,000 were wounded. As a turning point in the Civil War, the narrow Union victory is well-known as the key catalyst for Lincoln to issue his Emancipation Proclamation. Yet Antietam was not only a battle that dramatically changed the fortunes and meaning of the war; it also changed America in ways we feel today. No army in history wrote so many letters or kept as many diaries as the soldiers who fought in the Civil War, and Stephen Budiansky draws on this rich record to re-create the experiences of those whose lives were forever changed, whether on the battlefield or in trying to make sense of its horrors in the years and decades to follow. Antietam would usher in a new beginning in politics, military strategy, gender roles, battlefield medicine, war photography, and the values and worldview of the postwar generation.  A masterful and fine-grained account of the battle, built around the intimate experiences of nine people whose lives intersected there, A Day in September is a story of war but also, at its heart, a human history, one that encompasses Antietam?s enduring legacy.""-- Provided by publisher.",E,None,First edition.,eng,九月的一天：安提塔姆战役及其留下的世界,美国内战史; 军事历史
4F Book Collection,1324050969; 9781324050964,big hop the first nonstop flight across the atlantic ocean and into the future - roon,The Big Hop : the first nonstop flight across the Atlantic Ocean and into the future / David Rooney.,"Rooney, David, 1974- author",WW Norton & Company,[2025],"Alcock, John,--Sir,--1892-1919.; Brown, Arthur Whitten,--Sir,--1886-1948.; Transatlantic flights--History--20th century.; Endurance flights--History--20th century.; Air pilots--History--20th century.; Aeronautics--History.","""In 1919, in Newfoundland, four teams of aviators came from Britain to compete in 'the Big Hop': an audacious race to be the first to fly, nonstop, across the Atlantic Ocean. One pair of competitors was forced to abandon the journey halfway, and two pairs never made it into the air. Only one team, after a death-defying sixteen-hour flight, made it to Ireland""-- Provided by publisher",TL,None,First edition.,eng,大飞跃：首次不间断飞越大西洋并迈向未来,航空史; 飞行技术
4F Book Collection,1324064846; 9781324064848,twilight territory a novel - pham,Twilight territory : a novel / Andrew X. Pham.,"Pham, Andrew X., 1967- author.",WW Norton & Company,[2024],Divorced women--Fiction; Single mothers--Fiction; Soldiers--Fiction; Survival--Fiction; Vietnam--History--20th century--Fiction.; Phan Thi?t (Vietnam)--Fiction.; Historical fiction,"In the Vietnamese fishing village of Phan Thiet in 1942, Tuyet meets and falls in love with Japanese major Yamazaki Takeshi, a wounded veteran with a good heart, but when he risks his life for the Resistance, she and her family are drawn into the conflict, with devastating consequences.",PS,None,First edition.,eng,暮色地带：一部小说,小说; 越南历史
4F Book Collection,132406546X; 9781324065463; 9781324065470; 1324065478,alfie me what owls know what humans believe - safi,"Alfie & me : what owls know, what humans believe / Carl Safina.","Safina, Carl, 1955- author.",W W Norton & Company,[2023],Screech owls.; Animal rescue.; Human-animal relationships.,"""A moving account of raising, then freeing, an orphaned screech owl, whose lasting friendship with the author illuminates humanity's relationship with the world. When ecologist Carl Safina and his wife, Patricia, took in a near-death baby owl, they expected that, like other wild orphans they'd rescued, she'd be a temporary presence. But Alfie's feathers were not growing correctly, requiring prolonged care. As Alfie grew and gained strength, she became a part of the family, joining a menagerie of dogs and chickens and making a home for herself in the backyard. Carl and Patricia began to realize that the healing was mutual; Alfie had been braided into their world, and was now pulling them into hers.""--Page 2 of cover.",QL,None,First edition.,eng,阿尔菲与我：猫头鹰所知与人类所信,动物行为; 人与自然
4F Book Collection,1324074337; 9781324074335,going infinite the rise and fall of a new tycoon - lewi,Going infinite : the rise and fall of a new tycoon / Michael Lewis.,"Lewis, Michael author. (Michael M.),",WW Norton and Company,[2023],"Bankman-Fried, Sam.; Billionaires--Bahamas--Biography.; Cryptocurrencies.; Bitcoin.; Electronic commerce.; Money laundering.; Fraud.; White collar crimes.; Swindlers and swindling--Biography.; Financial services industry--Corrupt practices.; Business.; Biographies.","When the author first met him, Sam Bankman-Fried was the world's youngest billionaire and crypto's Gatsby. CEOs, celebrities, and leaders of small countries all vied for his time and cash after he catapulted, practically overnight, onto the Forbes billionaire list. Who was this rumpled guy in cargo shorts and limp white socks, whose eyes twitched across Zoom meetings as he played video games on the side? This book sets out to answer this question, taking readers into the mind of Bankman-Fried, whose rise and fall offers an education in high-frequency trading, cryptocurrencies, philanthropy, bankruptcy, and the justice system. Both psychological portrait and financial roller-coaster ride, this book finds the author at the top of his game, tracing the mind-bending trajectory of a character who never liked the rules and was allowed to live by his own - until it all came undone. -- Provided by publisher.",HG,None,First edition.,eng,走向无限：一位新大亨的崛起与陨落,金融; 传记
